case_id,regime_id,regime_name,rate_center_deg_s,tau_actuator_ms,tau_sensor_ms,processing_delay_ms,aero_scale,thrust_scale,rms_theta_residual_deg,rms_rate_residual_deg_s,phase_lag_divergence_ms,aero_only_residual_deg,delay_only_residual_deg,actuator_only_residual_deg,sensor_only_residual_deg,processing_only_residual_deg,unstable_truth,delay_perturbed,aero_perturbed,comparison_valid,effect_margin_deg,effect_ratio,unstable_pred_nominal,stability_mismatch,dominant_source,control_limitation_regime,cp_ahead_share_truth,mean_static_margin_cal_truth,mean_abs_alpha_deg_truth,aero_model_required
24,2,MID_RATE,130,25,15,6,1.3,0.9,7.6121219989833,79.4965257721328,46,0.723233828374187,7.50368817749077,NaN,NaN,NaN,0,1,1,1,6.78045434911658,10.3751897147274,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,100.27935373926,0
24,3,HIGH_RATE,250,25,15,6,1.3,0.9,16.7071938995488,122.029701758771,98,3.50491999536907,16.5676722877683,NaN,NaN,NaN,0,1,1,1,13.0627522923992,4.72697588237637,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,109.030241467999,0
25,1,LOW_RATE,40,8,3,1,0.85,1.1,0.0940978106006958,2.20298726053658,6,0.0940978106006958,0.00492801737477942,NaN,NaN,NaN,0,0,1,0,-0.0891697932259163,0.0523712224898778,0,0,UNMATCHED,UNMATCHED,0,0.400000000000004,92.4578120778571,0
25,2,MID_RATE,130,8,3,1,0.85,1.1,0.534475343606147,8.80814364624806,16,0.534475343606147,0.021905680301343,NaN,NaN,NaN,0,0,1,0,-0.512569663304804,0.0409853898096472,0,0,UNMATCHED,UNMATCHED,0,0.400000000000004,95.9725629500394,0
25,3,HIGH_RATE,250,8,3,1,0.85,1.1,2.69755102998687,29.0179688912195,36,2.69755102998687,0.123232135517489,NaN,NaN,NaN,0,0,1,0,-2.57431889446938,0.0456829673090888,0,0,UNMATCHED,UNMATCHED,0,0.400000000000004,101.45364980714,0
26,1,LOW_RATE,40,25,3,1,0.85,1.1,0.605591255821442,12.8590780963473,6,0.0940978106006958,0.694490901370678,NaN,NaN,NaN,0,1,1,1,0.600393090769982,7.38052136322014,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,92.2402272306937,0
26,2,MID_RATE,130,25,3,1,0.85,1.1,1.75198107362598,26.1196968583821,12,0.534475343606147,2.25976096169069,NaN,NaN,NaN,0,1,1,1,1.72528561808455,4.22799851990161,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,95.8679775666372,0
26,3,HIGH_RATE,250,25,3,1,0.85,1.1,5.25027413058043,52.8357298570724,12,2.69755102998687,7.27527803037932,NaN,NaN,NaN,0,1,1,1,4.57772700039245,2.69699366184547,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,101.582824182035,0
27,1,LOW_RATE,40,8,15,1,0.85,1.1,0.357688437958927,7.09018219415513,8,0.0940978106006958,0.37947105940629,NaN,NaN,NaN,0,1,1,1,0.285373248805594,4.03272995390484,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,92.1479532243488,0
27,2,MID_RATE,130,8,15,1,0.85,1.1,0.924566772004382,12.923064861633,14,0.534475343606147,1.05997490679536,NaN,NaN,NaN,0,1,1,1,0.525499563189216,1.98320637139897,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,0.400000000000004,95.5614145780553,0
27,3,HIGH_RATE,250,8,15,1,0.85,1.1,3.166557460009,29.5606524193348,24,2.69755102998687,3.72650500877764,NaN,NaN,NaN,0,1,1,1,1.02895397879077,1.38144004222814,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,0.400000000000004,101.072131467242,0
28,1,LOW_RATE,40,25,15,1,0.85,1.1,3.01491342564154,53.6139183626035,428,0.0940978106006958,2.94640390252608,NaN,NaN,NaN,0,1,1,1,2.85230609192539,31.3121408852875,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,91.9958990315621,0
28,2,MID_RATE,130,25,15,1,0.85,1.1,5.66009035861381,72.3064440701276,600,0.534475343606147,6.00108561727873,NaN,NaN,NaN,0,1,1,1,5.46661027367259,11.2279933753145,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,95.5805001208645,0
28,3,HIGH_RATE,250,25,15,1,0.85,1.1,13.401205956424,113.339406950458,22,2.69755102998687,14.6429115387533,NaN,NaN,NaN,0,1,1,1,11.9453605087664,5.42822410993445,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,101.109574049577,0
29,1,LOW_RATE,40,8,3,6,0.85,1.1,0.101904812251003,1.8570397553877,8,0.0940978106006958,0.0593011951296522,NaN,NaN,NaN,0,1,1,1,-0.0347966154710436,0.630208022387438,0,0,AERO,AERO_LIMITED,0,0.400000000000004,92.4152460669799,0
29,2,MID_RATE,130,8,3,6,0.85,1.1,0.518526381602978,7.57163326204982,16,0.534475343606147,0.190699361766483,NaN,NaN,NaN,0,1,1,1,-0.343775981839664,0.356797304212052,0,0,AERO,AERO_LIMITED,0,0.400000000000004,95.8767057622308,0
29,3,HIGH_RATE,250,8,3,6,0.85,1.1,2.58317824112562,26.1083743204884,36,2.69755102998687,0.710241969332853,NaN,NaN,NaN,0,1,1,1,-1.98730906065402,0.263291393355517,0,0,AERO,AERO_LIMITED,0,0.400000000000004,101.411108920063,0
30,1,LOW_RATE,40,25,3,6,0.85,1.1,0.748123244765888,15.4315812691232,4,0.0940978106006958,0.834374941102687,NaN,NaN,NaN,0,1,1,1,0.740277130501992,8.86710260075401,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,92.1868171748098,0
30,2,MID_RATE,130,25,3,6,0.85,1.1,2.0956460100283,30.3089504140085,12,0.534475343606147,2.5912648710557,NaN,NaN,NaN,0,1,1,1,2.05678952744956,4.84824024541944,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,95.797664605289,0
30,3,HIGH_RATE,250,25,3,6,0.85,1.1,6.0440179400692,59.4485443372622,14,2.69755102998687,8.08237355917377,NaN,NaN,NaN,0,1,1,1,5.3848225291869,2.99618930998058,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,101.538761222433,0
31,1,LOW_RATE,40,8,15,6,0.85,1.1,0.473346337426201,9.66818218372811,8,0.0940978106006958,0.50316515517881,NaN,NaN,NaN,0,1,1,1,0.409067344578115,5.34725677427281,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,92.0956589684281,0
31,2,MID_RATE,130,8,15,6,0.85,1.1,1.17062238505847,17.1254698132095,12,0.534475343606147,1.40288821495398,NaN,NaN,NaN,0,1,1,1,0.868412871347838,2.62479501016565,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,95.4993654067289,0
31,3,HIGH_RATE,250,8,15,6,0.85,1.1,3.88704953447846,37.9411831085542,22,2.69755102998687,4.64551568099639,NaN,NaN,NaN,0,1,1,1,1.94796465100952,1.72212337388813,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,0.400000000000004,101.028568433413,0
32,1,LOW_RATE,40,25,15,6,0.85,1.1,4.45500515466629,67.9610693168287,446,0.0940978106006958,4.24556892742554,NaN,NaN,NaN,0,1,1,1,4.15147111682485,45.1186791735424,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,92.0862536517966,0
32,2,MID_RATE,130,25,15,6,0.85,1.1,7.29418518171148,85.7857325515205,600,0.534475343606147,7.50368817749077,NaN,NaN,NaN,0,1,1,1,6.96921283388462,14.0393532971284,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,95.5925702250319,0
32,3,HIGH_RATE,250,25,15,6,0.85,1.1,15.5073630085079,124.822867465851,24,2.69755102998687,16.5676722877683,NaN,NaN,NaN,0,1,1,1,13.8701212577814,6.14174564395503,0,0,DELAY,DELAY_LIMITED,0,0.400000000000004,100.759065636503,0
33,1,LOW_RATE,40,8,3,1,1,1.1,0.0911358134222,2.21433670672816,6,0.0911358134222,0.00492801737477942,NaN,NaN,NaN,0,0,1,0,-0.0862077960474206,0.0540733350559967,0,0,UNMATCHED,UNMATCHED,0,1.2,93.4221196723116,0
33,2,MID_RATE,130,8,3,1,1,1.1,0.53913941814342,8.96983655217016,16,0.53913941814342,0.021905680301343,NaN,NaN,NaN,0,0,1,0,-0.517233737842077,0.0406308267660662,0,0,UNMATCHED,UNMATCHED,0,1.2,96.8784614310069,0
33,3,HIGH_RATE,250,8,3,1,1,1.1,2.82042825541547,30.8319304439913,36,2.82042825541547,0.123232135517489,NaN,NaN,NaN,0,0,1,0,-2.69719611989798,0.0436927035037578,0,0,UNMATCHED,UNMATCHED,0,1.2,102.414788762694,0
34,1,LOW_RATE,40,25,3,1,1,1.1,0.601784294780329,12.8115086127426,6,0.0911358134222,0.694490901370678,NaN,NaN,NaN,0,1,1,1,0.603355087948478,7.62039504879763,0,0,DELAY,DELAY_LIMITED,0,1.2,93.215209739034,0
34,2,MID_RATE,130,25,3,1,1,1.1,1.70388881479114,25.587520189794,12,0.53913941814342,2.25976096169069,NaN,NaN,NaN,0,1,1,1,1.72062154354727,4.19142226601127,0,0,DELAY,DELAY_LIMITED,0,1.2,96.8322115755624,0
34,3,HIGH_RATE,250,25,3,1,1,1.1,4.58466479338715,47.7451512817852,10,2.82042825541547,7.27527803037932,NaN,NaN,NaN,0,1,1,1,4.45484977496385,2.57949409505813,0,0,DELAY,DELAY_LIMITED,0,1.2,102.833373910098,0
35,1,LOW_RATE,40,8,15,1,1,1.1,0.355600849852017,7.06008186759949,8,0.0911358134222,0.37947105940629,NaN,NaN,NaN,0,1,1,1,0.28833524598409,4.16379736085017,0,0,DELAY,DELAY_LIMITED,0,1.2,93.1219359439701,0
35,2,MID_RATE,130,8,15,1,1,1.1,0.905858211899196,12.61842054842,14,0.53913941814342,1.05997490679536,NaN,NaN,NaN,0,1,1,1,0.520835488651942,1.96604972874269,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,1.2,96.4941008224215,0
35,3,HIGH_RATE,250,8,15,1,1,1.1,2.96619703766407,27.0889619098516,26,2.82042825541547,3.72650500877764,NaN,NaN,NaN,0,1,1,1,0.906076753362167,1.32125502629695,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,1.2,102.164735446733,0
36,1,LOW_RATE,40,25,15,1,1,1.1,2.89844821564481,52.0877647679094,428,0.0911358134222,2.94640390252608,NaN,NaN,NaN,0,1,1,1,2.85526808910388,32.3298140641642,0,0,DELAY,DELAY_LIMITED,0,1.2,93.2684074686488,0
36,2,MID_RATE,130,25,15,1,1,1.1,5.34923456162187,69.2325595726627,600,0.53913941814342,6.00108561727873,NaN,NaN,NaN,0,1,1,1,5.46194619913531,11.1308604329916,0,0,DELAY,DELAY_LIMITED,0,1.2,96.881286090518,0
36,3,HIGH_RATE,250,25,15,1,1,1.1,11.6943732873458,103.596912342627,20,2.82042825541547,14.6429115387533,NaN,NaN,NaN,0,1,1,1,11.8224832833378,5.19173338681371,0,0,DELAY,DELAY_LIMITED,0,1.2,102.834807557638,0
37,1,LOW_RATE,40,8,3,6,1,1.1,0.0996083472585882,1.86851758734225,8,0.0911358134222,0.0593011951296522,NaN,NaN,NaN,0,1,1,1,-0.0318346182925478,0.650690358738894,0,0,AERO,AERO_LIMITED,0,1.2,93.3809142233387,0
37,2,MID_RATE,130,8,3,6,1,1.1,0.52087300241979,7.76411581930143,16,0.53913941814342,0.190699361766483,NaN,NaN,NaN,0,1,1,1,-0.348440056376937,0.353710664345737,0,0,AERO,AERO_LIMITED,0,1.2,96.7858936298616,0
37,3,HIGH_RATE,250,8,3,6,1,1.1,2.72891552289816,28.8229995961859,36,2.82042825541547,0.710241969332853,NaN,NaN,NaN,0,1,1,1,-2.11018628608262,0.251820611982994,0,0,AERO,AERO_LIMITED,0,1.2,102.41314534794,0
38,1,LOW_RATE,40,25,3,6,1,1.1,0.746178172534566,15.4152657613266,4,0.0911358134222,0.834374941102687,NaN,NaN,NaN,0,1,1,1,0.743239127680487,9.15529153437544,0,0,DELAY,DELAY_LIMITED,0,1.2,93.169256603169,0
38,2,MID_RATE,130,25,3,6,1,1.1,2.05686899524859,29.8802739769941,12,0.53913941814342,2.5912648710557,NaN,NaN,NaN,0,1,1,1,2.05212545291228,4.80629830402492,0,0,DELAY,DELAY_LIMITED,0,1.2,96.7958855092874,0
38,3,HIGH_RATE,250,25,3,6,1,1.1,5.54697492394946,55.4821434002435,12,2.82042825541547,8.08237355917377,NaN,NaN,NaN,0,1,1,1,5.2619453037583,2.8656547258931,0,0,DELAY,DELAY_LIMITED,0,1.2,102.828974106208,0
39,1,LOW_RATE,40,8,15,6,1,1.1,0.471020822862403,9.62754645191245,8,0.0911358134222,0.50316515517881,NaN,NaN,NaN,0,1,1,1,0.41202934175661,5.52104750355191,0,0,DELAY,DELAY_LIMITED,0,1.2,93.0715000327785,0
39,2,MID_RATE,130,8,15,6,1,1.1,1.14898108549103,16.8156603354862,12,0.53913941814342,1.40288821495398,NaN,NaN,NaN,0,1,1,1,0.863748796810564,2.6020880086731,0,0,DELAY,DELAY_LIMITED,0,1.2,96.4407640244493,0
39,3,HIGH_RATE,250,8,15,6,1,1.1,3.45181004191194,33.5302439487313,24,2.82042825541547,4.64551568099639,NaN,NaN,NaN,0,1,1,1,1.82508742558092,1.6470958522262,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,1.2,102.18468931217,0
40,1,LOW_RATE,40,25,15,6,1,1.1,4.20974539552241,65.3676219025986,446,0.0911358134222,4.24556892742554,NaN,NaN,NaN,0,1,1,1,4.15443311400334,46.585077457501,0,0,DELAY,DELAY_LIMITED,0,1.2,93.3025122831473,0
40,2,MID_RATE,130,25,15,6,1,1.1,6.81278816156432,81.7548124122351,600,0.53913941814342,7.50368817749077,NaN,NaN,NaN,0,1,1,1,6.96454875934735,13.9178993873801,0,0,DELAY,DELAY_LIMITED,0,1.2,96.883095514755,0
40,3,HIGH_RATE,250,25,15,6,1,1.1,13.6284882951994,115.024594342849,22,2.82042825541547,16.5676722877683,NaN,NaN,NaN,0,1,1,1,13.7472440323528,5.87416902236633,0,0,DELAY,DELAY_LIMITED,0,1.2,102.89700256358,0
41,1,LOW_RATE,40,8,3,1,1.3,1.1,0.120736204063711,2.23861341677621,8,0.120736204063711,0.00492801737477942,NaN,NaN,NaN,0,0,1,0,-0.115808186688932,0.0408164014513737,0,0,UNMATCHED,UNMATCHED,0,2.79999999999997,95.4047818396521,0
41,2,MID_RATE,130,8,3,1,1.3,1.1,0.556624151572251,9.30085854293996,16,0.556624151572251,0.021905680301343,NaN,NaN,NaN,0,0,1,0,-0.534718471270908,0.0393545271786498,0,0,UNMATCHED,UNMATCHED,0,2.79999999999997,98.7561194807671,0
41,3,HIGH_RATE,250,8,3,1,1.3,1.1,3.07638205156847,33.9978795023087,38,3.07638205156847,0.123232135517489,NaN,NaN,NaN,0,0,1,0,-2.95314991605099,0.0400574874810038,0,0,UNMATCHED,UNMATCHED,0,2.79999999999997,104.377485965216,0
42,1,LOW_RATE,40,25,3,1,1.3,1.1,0.600133098464408,12.7101996307447,6,0.120736204063711,0.694490901370678,NaN,NaN,NaN,0,1,1,1,0.573754697306966,5.75213463729738,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.2180111884248,0
42,2,MID_RATE,130,25,3,1,1.3,1.1,1.61992515482095,24.5818855645562,12,0.556624151572251,2.25976096169069,NaN,NaN,NaN,0,1,1,1,1.70313681011844,4.05976089127238,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,98.8182606976262,0
42,3,HIGH_RATE,250,25,3,1,1.3,1.1,3.46644022830201,38.2371091791094,6,3.07638205156847,7.27527803037932,NaN,NaN,NaN,0,1,1,1,4.19889597881085,2.36488118459476,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,2.79999999999997,105.17680042708,0
43,1,LOW_RATE,40,8,15,1,1.3,1.1,0.361747794513174,7.00255949749771,8,0.120736204063711,0.37947105940629,NaN,NaN,NaN,0,1,1,1,0.258734855342579,3.14297656075096,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.122640823332,0
43,2,MID_RATE,130,8,15,1,1.3,1.1,0.875414755124945,12.0370185627818,14,0.556624151572251,1.05997490679536,NaN,NaN,NaN,0,1,1,1,0.503350755223112,1.90429197835081,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,2.79999999999997,98.4217737559762,0
43,3,HIGH_RATE,250,8,15,1,1.3,1.1,2.80941889573557,24.3188278213468,30,3.07638205156847,3.72650500877764,NaN,NaN,NaN,0,1,1,1,0.650122957209163,1.21132711942514,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,2.79999999999997,104.320802229211,0
44,1,LOW_RATE,40,25,15,1,1.3,1.1,2.73480183553695,49.2765642060287,428,0.120736204063711,2.94640390252608,NaN,NaN,NaN,0,1,1,1,2.82566769846237,24.4036486435444,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.5911446933871,0
44,2,MID_RATE,130,25,15,1,1.3,1.1,4.88527868963174,64.0704384174706,600,0.556624151572251,6.00108561727873,NaN,NaN,NaN,0,1,1,1,5.44446146570648,10.7812167336397,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,99.3942791341889,0
44,3,HIGH_RATE,250,25,15,1,1.3,1.1,9.18045953179408,86.1016140075473,16,3.07638205156847,14.6429115387533,NaN,NaN,NaN,0,1,1,1,11.5665294871848,4.7597831781939,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,105.948014264327,0
45,1,LOW_RATE,40,8,3,6,1.3,1.1,0.128063842688572,1.89458926851103,8,0.120736204063711,0.0593011951296522,NaN,NaN,NaN,0,1,1,1,-0.0614350089340591,0.491163322464234,0,0,AERO,AERO_LIMITED,0,2.79999999999997,95.3660692930649,0
45,2,MID_RATE,130,8,3,6,1.3,1.1,0.535905816742639,8.17033518811343,18,0.556624151572251,0.190699361766483,NaN,NaN,NaN,0,1,1,1,-0.365924789805768,0.34259986963884,0,0,AERO,AERO_LIMITED,0,2.79999999999997,98.6723379629144,0
45,3,HIGH_RATE,250,8,3,6,1.3,1.1,2.90811000042659,31.3322275739487,38,3.07638205156847,0.710241969332853,NaN,NaN,NaN,0,1,1,1,-2.36614008223562,0.230869234518756,0,0,AERO,AERO_LIMITED,0,2.79999999999997,104.335888608517,0
46,1,LOW_RATE,40,25,3,6,1.3,1.1,0.743393003341851,15.2978098346543,4,0.120736204063711,0.834374941102687,NaN,NaN,NaN,0,1,1,1,0.713638737038976,6.91072696523071,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.1822129600877,0
46,2,MID_RATE,130,25,3,6,1.3,1.1,1.96741514992968,28.7714421199357,12,0.556624151572251,2.5912648710557,NaN,NaN,NaN,0,1,1,1,2.03464071948345,4.65532238178377,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,98.8220098284874,0
46,3,HIGH_RATE,250,25,3,6,1.3,1.1,4.19430527407321,44.4475372130839,6,3.07638205156847,8.08237355917377,NaN,NaN,NaN,0,1,1,1,5.0059915076053,2.62723336168634,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,105.28090689901,0
47,1,LOW_RATE,40,8,15,6,1.3,1.1,0.473356937539613,9.51542855023095,8,0.120736204063711,0.50316515517881,NaN,NaN,NaN,0,1,1,1,0.382428951115099,4.16747535737744,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.0738444716165,0
47,2,MID_RATE,130,8,15,6,1.3,1.1,1.1186939178924,16.2188025413187,14,0.556624151572251,1.40288821495398,NaN,NaN,NaN,0,1,1,1,0.846264063381734,2.5203509603228,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,98.3918219822414,0
47,3,HIGH_RATE,250,8,15,6,1.3,1.1,3.20273835680222,29.9242064388427,28,3.07638205156847,4.64551568099639,NaN,NaN,NaN,0,1,1,1,1.56913362942792,1.5100581147351,0,0,DELAY,MIXED_INTERACTION_LIMITED,0,2.79999999999997,104.357869146663,0
48,1,LOW_RATE,40,25,15,6,1.3,1.1,3.78070659648011,60.8329620384587,446,0.120736204063711,4.24556892742554,NaN,NaN,NaN,0,1,1,1,4.12483272336183,35.1640086778378,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,95.9132942771946,0
48,2,MID_RATE,130,25,15,6,1.3,1.1,6.0626244438213,74.8095982846832,600,0.556624151572251,7.50368817749077,NaN,NaN,NaN,0,1,1,1,6.94706402591852,13.4807089421034,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,99.6039550120297,0
48,3,HIGH_RATE,250,25,15,6,1.3,1.1,10.6068652794714,95.9522229237272,18,3.07638205156847,16.5676722877683,NaN,NaN,NaN,0,1,1,1,13.4912902361998,5.38544043296617,0,0,DELAY,DELAY_LIMITED,0,2.79999999999997,106.150153738824,0
